Title,Date,Permalink,Categories,Tags
"تأجيل فض عروض البنزين إفساحاً للمنافسة: 14 شركة اشترت دفتر الشروط واثنتان تقدمتا","2019-12-03 07:28:00",https://limslb.com/news-21258/,"APPLE-C|BELIEF|PISTOL|الأزمة المصرفية>إعادة هيكلة المصارف|الأزمة المصرفية>التدقيق الجنائي|الصحف|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|المنافسة والتجارة>المنافسة","Central Bank|Competition|Electricity|Monopolies|Tender|احتكار|الكهرباء|المناقصات|مصرف لبنان|منافسة|وزارة الطاقة"
"عارف لـ ""الإقتصاد"": تعميم ""مصرف لبنان"" يحاول التخفيف من الأزمة، ولكن..!","2019-12-04 07:32:12",https://limslb.com/news-21259/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)|المنافسة والتجارة>المنافسة|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)","Bank|Capital Control|Central Bank|Competition|Deposits|Government|Haircut|Lebanese Pound|Monopolies|USD|احتكار|الحكومة|الشركات الخاصة|الليرة|المصارف|الودائع|دولار|عجز|مصرف لبنان|منافسة"
"GUIDING THE DISCUSSION FOR THE ECONOMIC FUTURE OF LEBANON","2019-12-05 07:36:08",https://limslb.com/news-21260/,"BELIEF|أزمة الدين>الدين العام|الصحف|أزمة الدين>العجز المالي|المنافسة والتجارة>المنافسة",Competition|Government|Monopolies|Spending|Taxes|احتكار|الحكومة|انفاق|منافسة
"هل البنك الذي تتعامل معه آمن أم في خطر؟","2019-12-06 07:44:51",https://limslb.com/news-21261/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)","Bank|Capital Control|Central Bank|Deposits|Haircut|المصارف|الودائع|مصرف لبنان"
"Economic Freedom Audit: سبل الخروج من الأزمة المعيشية","2019-11-17 08:49:08",https://limslb.com/news-21262/,"أخبار إقتصادية","Competition|Monopolies|Taxes|أزمة اقتصادية|احتكار|الشركات الخاصة|النمو|تدهور اقتصادي"
"استعادة ثقة المستثمر عبر تخفيض القيود","2019-11-18 09:34:49",https://limslb.com/news-21263/,"أخبار إقتصادية","Capital Control|Central Bank|Corruption|Crisis|Currency|Deposits|Government|Haircut|Inflation|Lebanese Pound|Privatization|Reserves|Treasury bonds|الحكومة|الودائع|سندات الخزينة|فساد|مصرف لبنان"
"حكومة أصغر لإنقاذ لبنان","2019-11-25 10:36:05",https://limslb.com/news-21264/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|أزمة الدين>العجز المالي|النمو الاقتصادي>النمو|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية","Central Bank|Default|Deposits|Government|Haircut|Inflation|Lebanese Pound|Unemployment|البطالة|التضخم|الليرة|المصارف|الودائع|دين|سعر صرف|مصرف لبنان"
"إضراب في محطات الوقود احتجاجا على نقص الدولار","2019-11-27 10:43:39",https://limslb.com/news-21265/,"BELIEF|أزمة الليرة>التضخم وانخفاض قيمة الليرة|مقابلات تلفزيونية","Budget|Crisis|Devaluation|Inflation|Lebanese Pound|التضخم|الحكومة|العملة|الموازنة|سعر صرف|مصرف لبنان"
"الحاجة إلى مزيد من الشفافية في الصفقات العامة","2019-11-20 10:54:09",https://limslb.com/news-21266/,"APPLE-C|BELIEF|PISTOL|الأزمة المصرفية>التدقيق الجنائي|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|مقابلات إذاعية|مواضيع أخرى","Electricity|Financial Engineering|Forensic Audit|Government|Tender|USD|الحكومة|المحروقات|الهندسات المالية|دولار|فساد|هدر"
"التأخير في تشكيل الحكومة يضغط على الليرة اللبنانية","2019-11-14 11:01:41",https://limslb.com/news-21267/,"BELIEF|أزمة الليرة|الأزمة المصرفية|مقابلات تلفزيونية","Bank|Deposits|الودائع|خسائر|عجز|مصرف لبنان"
"سد بسري: كلفة مرتفعة لتخزين مياه ملوثة","2020-01-06 11:01:29",https://limslb.com/news-21268/,"BELIEF|أزمة الدين>الدين العام|الصحف|المنافسة والتجارة>المنافسة|البنية التحتية>المياه وشبكة الصرف الصحي","Competition|Government|Monopolies|Pollution|Spending|Water|احتكار|الحكومة|الشركات الخاصة|الموازنة|انفاق|تلوث|عجز|منافسة|مياه"
"هل حان خفض سعر صرف الليرة؟","2020-01-06 11:05:37",https://limslb.com/news-21269/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)|النمو الاقتصادي>النمو|أزمة الليرة>مجلس النقد والدولرة","Capital Control|Currency Board|Deposits|Devaluation|Exchange Rate|Lebanese Pound|USD|الليرة|الودائع|تدهور اقتصادي|دولار|سعر صرف|مجلس النقد"
"قراءة في الأوضاع الاقتصادية المتأزمة","2019-12-23 09:25:22",https://limslb.com/news-21270/,"BELIEF|ERASE|PISTOL|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|المنافسة والتجارة>المنافسة|النمو الاقتصادي>النمو|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية|مواضيع أخرى","Bank|Central Bank|Competition|Currency Board|Debt|Economic Growth|Electricity|Exchange Rate|Government|Haircut|Inflation|Lebanese Pound|Poverty|Recession|Unemployment|USD|أزمة اقتصادية|الانكماش|التضخم|الكهرباء|النمو|دولار|دين|قطاع خاص|مصرف لبنان|منافسة"
"سياسة عدم اليقين او الشك التي يعتمدها مصرف لبنان تغذي الازمة وتزيد هلع المودعين","2019-12-28 09:32:24",https://limslb.com/news-21271/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات إذاعية","Bank|Central Bank|Default|Exchange Rate|Financial Engineering|المصارف|الهندسات المالية|دين|سعر صرف|مصرف لبنان"
"كيف ستعالج الحكومة المقبلة أزمة الودائع","2019-12-20 10:47:03",https://limslb.com/news-21272/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|النمو الاقتصادي>النمو|مقابلات تلفزيونية","Crisis|Currency|Government|Reform|أزمة اقتصادية|اصلاح|الدولة|انهيار|تدهور اقتصادي"
"بورصة سعر الصرف، فضيحة الكهرباء، عجز الميزان التجاري، الأزمة المعيشية.. وغيرها مع رئيس المعهد","2020-01-10 11:15:02",https://limslb.com/news-21273/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>العجز المالي|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|المنافسة والتجارة>المنافسة|النمو الاقتصادي>النمو|مقابلات تلفزيونية|مواضيع أخرى","Bank|Central Bank|Competition|Deposits|Economic Growth|Electricity|Exchange Rate|Government|Lebanese Pound|Monopolies|Poverty|Treasury bonds|USD|احتكار|البواخر|الشركات الخاصة|الكهرباء|الليرة|المصارف|النمو|الودائع|تقنين|دين|سعر صرف|سندات الخزينة|عجز|فقر|مصرف لبنان"
"الدولار يحلق في السوق السوداء من دون ضوابط","2020-01-10 11:28:59",https://limslb.com/news-21274/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|المنافسة والتجارة>المنافسة|مقابلات تلفزيونية","Black Market|Exchange Rate|Lebanese Pound|سعر صرف|سوق سوداء"
"LEBANON’S LONG GAME","2020-01-09 11:47:03",https://limslb.com/news-21275/,"APPLE-C|BELIEF|الأزمة المصرفية>التدقيق الجنائي|أزمة الدين>الدين العام|الصحف|أزمة الدين>العجز المالي|المنافسة والتجارة>المنافسة|مواضيع أخرى","Competition|Corruption|Debt|Government|Monopolies|Poverty|Privatization|Spending|Taxes|احتكار|الحكومة|الشركات الخاصة|الضرائب|انفاق|دين|فساد|فقر|منافسة"
"إصرار ""سلطوي"" على ""تأميم"" دولارات المودعين الصغار فيلم ""الكاش"" اللبناني.. اللمسات الأخيرة","2020-01-11 12:01:03",https://limslb.com/news-21276/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)","Bank|Capital Control|Central Bank|Deposits|Haircut|Lebanese Pound|USD|الليرة|المصارف|الودائع|دولار|مصرف لبنان"
"الأمن الغذائي على ""لائحة الإنتظار""... وذمّة التجّار تراجُع الدولار ""وهْم""... حتى إشعار آخر","2020-01-16 12:21:44",https://limslb.com/news-21277/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الصحف","Bank|Central Bank|Exchange Rate|Lebanese Pound|USD|الليرة|المصارف|دولار|سعر صرف|مصرف لبنان"
"لجنة المال توصي بعدم التجديد لشركتي الخليوي وإسترداد الدولة للقطاع","2020-01-16 12:37:38",https://limslb.com/news-21278/,مقالات,
"الخطوة الأولى على طريق الحل الاقتصادي هي.. الاقتصاد","2020-01-16 12:44:59",https://limslb.com/news-21279/,مقالات,
"خطورة ""لبننة"" أموال المودعين أو تحويلهم من الدولار إلى لبناني","2020-01-15 09:47:13",https://limslb.com/news-21280/,"BELIEF|البنية التحتية>الاتصالات|المنافسة والتجارة>المنافسة|مقابلات إذاعية","Competition|Government|Monopolies|Telecom|احتكار|الحكومة|الشركات الخاصة|انترنت|قطاع خاص|منافسة"
"لن ينقطع الإنترنت في لبنان في ال2020 إلّا أن مصيره للسنوات المقبلة غير معروف","2020-01-15 09:59:42",https://limslb.com/news-21281/,"BELIEF|البنية التحتية>الاتصالات|المنافسة والتجارة>المنافسة|مقابلات إذاعية","Competition|Government|Monopolies|Telecom|اتصالات|احتكار|الحكومة|الشركات الخاصة|انترنت|منافسة"
"الانترنت لن ينقطع هذا العام ولكن....","2020-01-21 10:16:09",https://limslb.com/news-21282/,"BELIEF|البنية التحتية>الاتصالات|المنافسة والتجارة>المنافسة|مقابلات إذاعية","Competition|Government|Monopolies|Telecom|اتصالات|احتكار|الحكومة|الشركات الخاصة|انترنت|منافسة"
"قلق المودعين..تابع!","2019-12-27 13:11:31",https://limslb.com/news-21283/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|الصحف|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)","Deposits|Haircut|أزمة اقتصادية|الودائع"
"الخطر الأكبر: تثبيت الأسعار!","2020-01-24 13:29:45",https://limslb.com/news-21284/,مقالات,
"الحكومة «سقطت» في فخ الكهرباء","2020-02-07 15:12:51",https://limslb.com/news-21285/,"BELIEF|أزمة الدين>الدين العام|الصحف|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|المنافسة والتجارة>المنافسة|مواضيع أخرى","Competition|Electricity|Government|Monopolies|Reform|احتكار|اصلاح|الحكومة|الشركات الخاصة|الكهرباء|تقنين|خسائر|عجز|منافسة|هدر|وزارة الطاقة"
"مصير استحقاقات 2020 من ""الأوروبوندز"" في مهبّ الريح هل تحذو الدولة حذو المصارف في تعاملها مع المودعين؟","2020-02-11 15:20:49",https://limslb.com/news-21286/,"BELIEF|أزمة الدين>الدين العام|الصحف|أزمة الدين>العجز المالي","Debt|Default|Euro Bonds|Ministry of Finance|دين|وزارة المالية"
"لبنان عاجز عن سداد الديون.. ما هي السيناريوهات البديلة؟","2020-02-16 15:31:03",https://limslb.com/news-21287/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الدين>الدين العام|الصحف|أزمة الدين>العجز المالي|أزمة الدين>صندوق النقد الدولي ومؤتمرات سيدر","Bank|Central Bank|Debt|Deposits|Euro Bonds|IMF|Reform|Reserves|USD|احتياط|اصلاح|المصارف|الناتج المحلي|دولار|دين|صندوق النقد الدولي|عجز|مصرف لبنان"
"مقابلة الدكتور باتريك مارديني على إذاعة مونت كارلو الدولية","2020-02-19 07:35:37",https://limslb.com/news-21288/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|المنافسة والتجارة>المنافسة|النمو الاقتصادي>النمو|أزمة الدين>صندوق النقد الدولي ومؤتمرات سيدر|أزمة الليرة>مجلس النقد والدولرة|مقابلات إذاعية","Bank|Currency Board|Deposits|Exchange Rate|Government|IMF|Lebanese Pound|Recession|Reform|Unemployment|USD|أزمة اقتصادية|اصلاح|الانكماش|البطالة|الحكومة|الليرة|المصارف|الودائع|دولار|دين|سعر صرف|عجز|قطاع خاص|مجلس النقد"
"هل سيتخلف لبنان عن دفع إستحقاق اليوروبوند القادم؟ ","2020-01-16 12:36:37",https://limslb.com/news-21289/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|مقابلات تلفزيونية","Bank|Central Bank|Deposits|Euro Bonds|Exchange Rate|Government|الودائع|دين|سعر صرف|مصرف لبنان"
"استعادة ثقة الناس تبدأ بتقليص الإنفاق الحكومي","2020-01-21 12:58:38",https://limslb.com/news-21290/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|النمو الاقتصادي>النمو|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية","Bank|Central Bank|Deposits|Economic Growth|Exchange Rate|Government|Haircut|Recession|Reform|الانكماش|المصارف|الودائع|تدهور اقتصادي|دين|سعر صرف|عجز|مصرف لبنان"
"انقاذ لبنان من الازمة المالية عن طريق خفض ميزانية الحكومة","2020-01-22 13:08:39",https://limslb.com/news-21291/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الدين>العجز المالي|النمو الاقتصادي>النمو|مقابلات إذاعية","Central Bank|Crisis|Government|Recession|ازمة|الانكماش|الحكومة|النمو|تدهور اقتصادي|دين|مصرف لبنان"
"حكومة حسان دياب .. هل تستطيع مواجهة التحديات السياسية والمالية ؟","2020-02-12 12:00:41",https://limslb.com/news-21292/,"BELIEF|أزمة الدين>الدين العام|الصحف|أزمة الدين>العجز المالي|مواضيع أخرى","Default|Euro Bonds|Government|Reserves|USD|أزمة اقتصادية|احتياط|الحكومة|دولار"
"لبنان نحو الإفلاس!","2020-02-18 12:17:10",https://limslb.com/news-21293/,"BELIEF|أزمة الدين>الدين العام|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)",Debt|Default|Deposits|افلاس|الودائع|عجز
"الدولار الرسمي بـ 1950... طلب ""بلا عرض""!","2020-03-07 12:33:10",https://limslb.com/news-21294/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الصحف","Bank|Black Market|Central Bank|Deposits|Exchange Rate|Lebanese Pound|Reserves|USD|احتياط|الليرة|المصارف|دولار|سعر صرف|سوق سوداء|مصرف لبنان"
"ماذا يعني أن يدفع لبنان استحقاق ""أوروبوندز""؟","2020-03-07 12:45:46",https://limslb.com/news-21295/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|الصحف","Central Bank|Default|Euro Bonds|Government|Reserves|USD|احتياط|الحكومة|الليرة|دولار|مصرف لبنان"
"البيان الوزاري يحسم قرار تقليص نفقات الكهرباء ولبنان نحو مزيد من التقنين ","2020-03-11 09:58:37",https://limslb.com/news-21296/,"APPLE-C|PISTOL|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|مقابلات تلفزيونية",Electricity|Tender|تقنين
"الإبقاء على سعر صرف 1500 ليرة يفقد المواطن 40% من ودائعه","2020-02-04 12:17:08",https://limslb.com/news-21297/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|النمو الاقتصادي>النمو|مقابلات تلفزيونية","Bank|Exchange Rate|Government|Lebanese Pound|Reserves|Treasury bonds|USD|أزمة اقتصادية|احتياط|الليرة|المصارف|سعر صرف|سندات الخزينة|مصرف لبنان"
"البواخر تعيق بناء المعامل في لبنان","2020-02-07 12:34:15",https://limslb.com/news-21298/,"BELIEF|PISTOL|أزمة الدين>الدين العام|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|المنافسة والتجارة>المنافسة|مقابلات إذاعية","Competition|Electricity|Government|Monopolies|احتكار|الحكومة|الشركات الخاصة|الكهرباء|قطاع خاص|منافسة"
"تهرب وزارة الطاقة من رقابة إدارة المناقصات","2020-03-12 12:42:06",https://limslb.com/news-21299/,"APPLE-C|PISTOL|الأزمة المصرفية>التدقيق الجنائي|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|مقابلات إذاعية",Electricity|Tender
"طيران الشرق الأوسط والدفع بالدولار","2020-02-16 13:09:01",https://limslb.com/news-21300/,"ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|مقابلات إذاعية","Exchange Rate|USD|دولار|سعر صرف"
"مصرف لبنان يخفض الفوائد على الودائع","2020-03-11 14:26:51",https://limslb.com/news-21301/,"مقابلات تلفزيونية",
"شروط صندوق النقد الدولي لمساعدة لبنان","2020-02-17 14:59:50",https://limslb.com/news-21302/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|المنافسة والتجارة>المنافسة|النمو الاقتصادي>النمو|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية","Haircut|IMF|Privatization|Recession|الانكماش|الخصخصة|سعر صرف|صندوق النقد الدولي"
"ثلاث خيارات لسندات اليوروبوند: الدفع، عدمه أو التفاوض مع الدائنين","2020-03-04 15:45:30",https://limslb.com/news-21303/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>العجز المالي|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية","Bank|Deposits|Euro Bonds|Government|Haircut|Lebanese Pound|Reserves|Treasury bonds|USD|احتياط|الحكومة|المصارف|دولار|دين|سندات الخزينة|يوروبوندز"
"ماذا بعد تخلّف الحكومة عن دفع اليوروبوند؟","2020-03-07 16:15:23",https://limslb.com/news-21304/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|مقابلات تلفزيونية","Bank|Central Bank|Government|اعادة هيكلة|الحكومة|المصارف|دين|مصرف لبنان"
"هل يجب اللجوء إلى الفصل السابع من قرارات مجلس الأمن الدولي من أحل تعيين مجلس إدارة للكهرباء وهيئة ناظمة وترحيل البواخر؟ ","2020-03-10 07:19:22",https://limslb.com/news-21305/,"BELIEF|PISTOL|أزمة الدين>الدين العام|الصحف|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|المنافسة والتجارة>المنافسة","Competition|Electricity|Government|IMF|Monopolies|Reform|Spending|احتكار|اصلاح|البواخر|الحكومة|الشركات الخاصة|الكهرباء|انفاق|صندوق النقد الدولي|عجز|منافسة"
"«كورونا» يرفع التغذية بالكهرباء الى 15 ساعة","2020-03-12 07:31:48",https://limslb.com/news-21306/,"BELIEF|PISTOL|الأزمة المصرفية>إعادة هيكلة المصارف|الصحف|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة","Central Bank|Electricity|الكهرباء|المحروقات|الموازنة|تقنين|مصرف لبنان"
"ثالوث البطالة والفقر والغلاء يضاعف مصاعب السوق اللبنانية","2020-03-13 07:44:06",https://limslb.com/news-21307/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الصحف|النمو الاقتصادي>النمو|مواضيع أخرى","Currency|Devaluation|Inflation|Lebanese Pound|Poverty|Unemployment|USD|أزمة اقتصادية|البطالة|التضخم|العملة|الليرة|انهيار|دولار|فقر"
"لبنان... ماذا بعد تعليق سداد سندات «اليوروبوند»؟","2020-03-17 07:52:18",https://limslb.com/news-21308/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|الصحف|أزمة الدين>صندوق النقد الدولي ومؤتمرات سيدر|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)","Bank|Central Bank|Default|Deposits|Euro Bonds|Government|Haircut|IMF|Lebanese Pound|Reform|Reserves|Treasury bonds|احتياط|اصلاح|الحكومة|الليرة|المصارف|سندات الخزينة|صندوق النقد الدولي|عجز|مصرف لبنان"
"""الكابيتال كونترول"" تحت سيطرة ""المركزي""","2020-03-17 08:01:11",https://limslb.com/news-21309/,"BELIEF|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)","Bank|Capital Control|Central Bank|Deposits|المصارف|الودائع|مصرف لبنان"
"هل تلجأ الحكومة إلى تغيير سعر الصرف؟ ","2020-03-11 06:23:53",https://limslb.com/news-21310/,"ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|مقابلات تلفزيونية","Exchange Rate|Lebanese Pound|Reserves|USD|احتياط|الليرة|دولار|سعر صرف"
"حساب تبرع لمواجهة كورونا والأموال محاصرة ","2020-03-18 13:24:17",https://limslb.com/news-21322/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|مقابلات تلفزيونية","Bank|Central Bank|COVID|Currency|Reserves|USD|احتياط|العملة|المصارف|دولار|مصرف لبنان"
"لبنان في مواجهة الكورونا ","2020-03-11 13:40:45",https://limslb.com/news-21323/,"BELIEF|شبكة الأمان الاجتماعي>خدمات الرعاية الصحية|مقابلات تلفزيونية","COVID|Health Care|الاستشفاء"
"تخفيضات الفوائد على قروض الإسكان","2020-02-26 13:53:39",https://limslb.com/news-21324/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|مقابلات تلفزيونية","Central Bank|Crisis|Deposits|ازمة|المصارف|مصرف لبنان"
"وضع المصارف، أموال المودعين وماليّة الدولة بعد التخلف عن دفع اليوروبوند","2020-03-08 10:24:46",https://limslb.com/news-21325/,"BELIEF|ERASE|PISTOL|الأزمة المصرفية>إعادة هيكلة المصارف|البنية التحتية>الاتصالات|أزمة الدين>الدين العام|البنية التحتية>الكهرباء ومصادر الطاقة المتجددة|المنافسة والتجارة>المنافسة|مقابلات تلفزيونية","Bank|Central Bank|Competition|Deposits|Electricity|Euro Bonds|Exchange Rate|Government|Haircut|Lebanese Pound|Monopolies|Reform|Reserves|Telecom|اتصالات|احتكار|احتياط|اصلاح|اعادة هيكلة|الحكومة|الشركات الخاصة|الكهرباء|الليرة|المصارف|الودائع|دين|سعر صرف|منافسة|يوروبوندز"
"ما هي التداعيات الاقتصادية لفيروس كورونا على لبنان؟ ","2020-03-26 08:40:58",https://limslb.com/news-21326/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|النمو الاقتصادي>النمو|شبكة الأمان الاجتماعي>خدمات الرعاية الصحية|مقابلات إذاعية|مواضيع أخرى","COVID|Lebanese Pound|Poverty|Recession|Unemployment|أزمة اقتصادية|البطالة|الليرة|فقر"
"كورونا عمّق الأزمة الإقتصادية والحكومة مُقصّرة في الإجراءات","2020-03-27 05:05:31",https://limslb.com/news-21327/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|الصحف|النمو الاقتصادي>النمو|شبكة الأمان الاجتماعي>خدمات الرعاية الصحية","Bank|COVID|Deposits|Government|Recession|أزمة اقتصادية|اعادة هيكلة|الانكماش|الحكومة|المصارف"
"المصارف اللبنانيّة تحجز الدولار بحجة تعذر الإستيراد والقيود تزداد على المودعين","2020-04-01 06:05:18",https://limslb.com/news-21337/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|المنافسة والتجارة>المنافسة|مقابلات تلفزيونية","Bank|Black Market|Central Bank|Deposits|احتياط|الليرة|المصارف|سوق سوداء"
"الخبير الإقتصادي الدكتور باتريك مارديني يشرح تعميم مصرف لبنان ","2020-04-03 10:29:04",https://limslb.com/news-21338/,"BELIEF|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية","Bank|Central Bank|Deposits|Exchange Rate|Haircut|المصارف|الودائع|سعر صرف|مصرف لبنان"
"صندوق النقد ملجأ مزيد من الدول العربية المتعثرة رغم شروطه القاسية","2020-04-03 12:50:11",https://limslb.com/news-21339/,"BELIEF|CBSP|شبكة الأمان الاجتماعي>الدعم|الصحف|المنافسة والتجارة>المنافسة|أزمة الدين>صندوق النقد الدولي ومؤتمرات سيدر","IMF|Privatization|Reform|Subsidies|اصلاح|الخصخصة|دعم|صندوق النقد الدولي"
"نوع من ""الكابيتال كونترول""... ووفق أي سعر سوق سيعطي المصرف المودعين حساباتهم؟","2020-04-04 13:41:18",https://limslb.com/news-21340/,"BELIEF|الأزمة المصرفية>إعادة هيكلة المصارف|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)","Bank|Capital Control|Central Bank|Deposits|المصارف|الودائع|مصرف لبنان"
"تعميم سلامة: ""هيركت"" 50 % على الودائع فوق 3 آلاف دولار","2020-04-05 07:55:14",https://limslb.com/news-21341/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الصحف|الأزمة المصرفية>القيود على السحب (Capital controls)|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)","Bank|Capital Control|Central Bank|Deposits|Haircut|Lebanese Pound|USD|الليرة|المصارف|الودائع|دولار|مصرف لبنان"
"تعميم مصرف لبنان الأخير: إنصاف صغار المودعين و Haircut 50% على الباقين","2020-04-05 05:37:16",https://limslb.com/news-21342/,"BELIEF|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية","Bank|Central Bank|Deposits|Haircut|المصارف|الودائع|مصرف لبنان"
"Comment résoudre la crise financière et le défaut souverain du Liban ? Un carnet de route","2020-04-06 05:57:36",https://limslb.com/news-21343/,"BELIEF|ERASE|الأزمة المصرفية>إعادة هيكلة المصارف|أزمة الليرة>التضخم وانخفاض قيمة الليرة|أزمة الدين>الدين العام|الصحف|المنافسة والتجارة>المنافسة|أزمة الليرة>مجلس النقد والدولرة","Bank|Currency|Currency Board|Devaluation|Exchange Rate|Government|Lebanese Pound|Monopolies|Recession|Spending|احتكار|اعادة هيكلة|الانكماش|الحكومة|الشركات الخاصة|الليرة|المصارف|انفاق|دولار|سعر صرف|مجلس النقد"
"المصارف تحدد سعر صرف الدولار 2600 ليرة.. فهل هذا هو السعر الحقيقي؟","2020-04-06 04:19:50",https://limslb.com/news-21344/,"BELIEF|ERASE|أزمة الليرة>التضخم وانخفاض قيمة الليرة|الأزمة المصرفية>عملية قص الشعر على الودائع (Haircut)|مقابلات تلفزيونية","Bank|Crisis|Exchange Rate|Haircut|Reserves|USD|احتياط|المصارف|دولار|سعر صرف|منصة"
